latitude,longitude,project,city,state,priinvest,pubinvest,totinvest,jobs,tech,company_name,category,public,private
39.2,-94.5,Ford,Kansas City,Missouri,95000000,0,95000000,1100,Electric Vehicles,Ford,All - Manufacturing,No,Yes
39.21,-85.91,IRA Section 50143 Domestic Manufacturing Grants,,Indiana,0,74949917,74949917,0,Electric Vehicles,CUMMINS ELECTRIFIED POWER NA INC.,All - Manufacturing,Yes,No
39.21,-122,Energy Efficiency and Conservation Block Grant Program,,California,0,10040,10040,0,Other,COLUSA INDIAN COMMUNITY COUNCIL,All,Yes,No
39.24,-120.04,Smart Grid Investment Matching Grants Program,,California,0,13071300,13071300,0,Grid,LIBERTY UTILITIES (CALPECO ELECTRIC) LLC,All,Yes,No
39.24,-121.4,Hydroelectric Efficiency Improvement Incentives,,California,0,1028410,1028410,0,Hydroelectric,Browns Valley Irrigation District,All,Yes,No
39.25,-80.29,Radiant Industries and Amsted Graphite Materials,Anmoore,West Virginia,0,0,0,0,Nuclear,Radiant Industries and Amsted Graphite Materials,All - Manufacturing,No,Yes
39.26,-76.79,Energy Efficiency and Conservation Block Grant Program,,Maryland,0,326870,326870,0,Other,HOWARD COUNTY OF MARYLAND,All,Yes,No
39.28,-84.5,Nth Cycle,Fairfield,Ohio,0,0,0,0,Batteries,Nth Cycle,All - Manufacturing,No,Yes
39.28,-84.5,Mean Green,Hamilton,Ohio,0,0,0,42,Electric Vehicles,Mean Green,All - Manufacturing,No,Yes
39.28,-94.4,TAB USA,Liberty,Missouri,0,0,0,50,Batteries,TAB USA,All - Manufacturing,No,Yes
39.28,-74.4,Orsted O&M Upland Facility,Atlantic City,New Jersey,14000000,0,14000000,70,Offshore Wind,Orsted O&M Upland Facility,All - Manufacturing,No,Yes
39.28,-80.2,Sparkz,Bridgeport,West Virginia,23000000,0,23000000,75,Batteries,Sparkz,All - Manufacturing,No,Yes
39.28,-76.61,Smart Grid Investment Matching Grants Program,,Maryland,0,50000000,50000000,0,Grid,BALTIMORE GAS & ELECTRIC COMPANY,All,Yes,No
39.28,-76.61,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,Maryland,0,9250000,9250000,0,Hydrogen,MATERIC LLC,All - Manufacturing,Yes,No
39.28,-76.61,Regional Clean Hydrogen Hubs,,Maryland,0,1000000000,1000000000,0,Hydrogen,"MIDWEST ALLIANCE FOR CLEAN HYDROGEN, LLC",All - Manufacturing,Yes,No
39.28,-76.61,State Manufacturing Leadership,,Maryland,0,1010000,1010000,0,Other,Department of Commerce,All - Manufacturing,Yes,No
39.28,-76.61,Energy Efficiency and Conservation Block Grant Program,,Maryland,0,2101450,2101450,0,Other,MARYLAND ENERGY ADMINISTRATION,All,Yes,No
39.28,-76.61,Energy Efficiency and Conservation Block Grant Program,,Maryland,0,549550,549550,0,Other,"Baltimore, City of",All,Yes,No
39.28,-76.61,IRA Section 50121 Home Energy Whole House Rebates,,Maryland,0,721176,721176,0,Other,MARYLAND ENERGY ADMINISTRATION,All,Yes,No
39.28,-76.61,IRA Section 50122A High Efficiency Rebate Program States,,Maryland,0,721176,721176,0,Other,MARYLAND ENERGY ADMINISTRATION,All,Yes,No
39.28,-76.61,IRA Section 50131b Building Energy Code,,Maryland,0,10014218,10014218,0,Other,STATE OF MARYLAND DEPARTMENT OF LABOR LICENSING & REGULATION,All,Yes,No
39.28,-76.61,IRA Section 50131c Zero Energy Code,,Maryland,0,10014218,10014218,0,Other,STATE OF MARYLAND DEPARTMENT OF LABOR LICENSING & REGULATION,All,Yes,No
39.28,-76.61,IRA Section 50131c Zero Energy Code,,Maryland,0,10000000,10000000,0,Other,THE ENVIRONMENT MARYLAND DEPARTMENT OF,All,Yes,No
39.28,-76.61,State Energy Program Grants,,Maryland,0,7110540,7110540,0,Other,MARYLAND ENERGY ADMINISTRATION,All,Yes,No
39.29,-80.25,Advanced Energy Manufacturing and Recycling Grant,,West Virginia,0,9800000,9800000,0,Other,SPARKZ INC,All - Manufacturing,Yes,No
39.39,-75.5,GE,Lower Alloways Creek,New Jersey,0,0,0,0,Offshore Wind,GE,All - Manufacturing,No,Yes
39.39,-75.5,Vestas,Lower Alloways Creek,New Jersey,0,0,0,0,Offshore Wind,Vestas,All - Manufacturing,No,Yes
39.39,-75.5,New Jersey Wind Port,Lower Alloways Creek,New Jersey,13000000,0,13000000,0,Offshore Wind,New Jersey Wind Port,All - Manufacturing,No,Yes
39.39,-76.6,Energy Efficiency and Conservation Block Grant Program,,Maryland,0,712040,712040,0,Other,BALTIMORE COUNTY MARYLAND,All,Yes,No
39.39,-76.6,Grants for EE and RE Improvements at Public School Facilities,,Maryland,0,1273989,1273989,0,Other,BOARD OF EDUCATION OF BALTIMORE COUNTY,All,Yes,No
39.42,-77.42,Energy Efficiency and Conservation Block Grant Program,,Maryland,0,81250,81250,0,Other,FREDERICK COUNTY MARYLAND,All,Yes,No
39.47,-121.26,Industrial Emissions Demonstration Projects,,California,0,189000000,189000000,0,Other,"Brimstone Commercial, LLC",All - Manufacturing,Yes,No
39.5,-119.7,Dragonfly Energy,Reno,Nevada,0,0,0,0,Batteries,Dragonfly Energy,All - Manufacturing,No,Yes
39.5,-119.5,American Battery Technology Company,McCarran,Nevada,0,0,0,0,Batteries,American Battery Technology Company,All - Manufacturing,No,Yes
39.5,-119.5,Aqua Metals,McCarran,Nevada,0,0,0,0,Batteries,Aqua Metals,All - Manufacturing,No,Yes
39.5,-119.4,Tesla,Sparks,Nevada,1800000000,0,1800000000,1500,Batteries,Tesla,All - Manufacturing,No,Yes
39.5,-119.4,Tesla,Sparks,Nevada,1800000000,0,1800000000,1500,Electric Vehicles,Tesla,All - Manufacturing,No,Yes
39.52,-107.79,IsoEnergy,Garfield County,Wyoming,0,0,0,0,Nuclear,IsoEnergy,All - Manufacturing,No,Yes
39.52,-119.81,Advanced Technology Vehicles Manufacturing Loans,,Nevada,0,700000000,700000000,0,Batteries,IONEER RHYOLITE RIDGE LLC,All - Manufacturing,Yes,No
39.52,-119.81,Advanced Technology Vehicles Manufacturing Loans,,Nevada,0,1970000000,1970000000,0,Batteries,LITHIUM NEVADA CORP.,All - Manufacturing,Yes,No
39.52,-119.81,Battery and Critical Mineral Recycling - State and Local Programs,,Nevada,0,250465,250465,0,Batteries,WASHOE COUNTY,All,Yes,No
39.52,-119.81,Battery Material Processing Grants,,Nevada,0,57744831,57744831,0,Batteries,AMERICAN BATTERY TECHNOLOGY COMPANY,All - Manufacturing,Yes,No
39.52,-119.81,Battery Material Processing Grants,,Nevada,0,143600000,143600000,0,Batteries,AMERICAN BATTERY TECHNOLOGY COMPANY,All - Manufacturing,Yes,No
39.52,-119.81,Energy Efficiency and Conservation Block Grant Program,,Nevada,0,280500,280500,0,Other,"RENO, CITY OF",All,Yes,No
39.54,-119.74,Advanced Technology Vehicles Manufacturing Loans,,Nevada,0,1898489012,1898489012,0,Batteries,"REDWOOD BATTERY MATERIALS NV, LLC",All - Manufacturing,Yes,No
39.55,-107.31,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Colorado,0,99328430,99328430,0,Grid,"HOLY CROSS ELECTRIC ASSOCIATION, INC",All,Yes,No
39.6,-85.4,Copeland LP,Rushville,Indiana,0,0,0,0,Heat Pumps & Clean HVAC,Copeland LP,All - Manufacturing,No,Yes
39.6,-84.29,American Battery Solutions,Springboro,Ohio,166000000,0,166000000,33,Batteries,American Battery Solutions,All - Manufacturing,No,Yes
39.6,-119.3,Lilac Solutions,Fernley,Nevada,179000000,0,179000000,74,Batteries,Lilac Solutions,All - Manufacturing,No,Yes
39.6,-83.59,L-H Battery Company (LG / Honda),Jeffersonville,Ohio,3500000000,0,3500000000,2200,Batteries,L-H Battery Company (LG / Honda),All - Manufacturing,No,Yes
39.61,-75.82,Clean Hydrogen Electrolysis Program,,Maryland,0,4779120,4779120,0,Hydrogen,WL GORE & ASSOCIATES INC,All,Yes,No
39.63,-79.95,Clean Hydrogen Electrolysis Program,,West Virginia,0,9279968,9279968,0,Hydrogen,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,All,Yes,No
39.63,-79.95,Clean Hydrogen Electrolysis Program,,West Virginia,0,4462889,4462889,0,Hydrogen,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,All,Yes,No
39.64,-104.99,Renewable Energy Systems,,Colorado,0,1462335568,1462335568,0,Other,"Gevo Net-Zero 1, LLC",All - Manufacturing,Yes,No
39.65,-106.82,Energy Efficiency and Conservation Block Grant Program,,Colorado,0,1400000,1400000,0,Other,COUNTY OF EAGLE,All,Yes,No
39.66,-75.56,Energy Efficiency and Conservation Block Grant Program,,Delaware,0,403310,403310,0,Other,COUNTY OF NEW CASTLE,All,Yes,No
39.68,-75.75,Industrial Research and Assessment Centers,,Delaware,0,1200719,1200719,0,Other,UNIVERSITY OF DELAWARE,All - Manufacturing,Yes,No
39.7,-86.29,ERI (Electronic Recyclers International),Plainfield,Indiana,0,0,0,0,Batteries,ERI (Electronic Recyclers International),All - Manufacturing,No,Yes
39.7,-77.7,Volvo Trucks,Hagerstown,Maryland,69000000,0,69000000,98,Electric Vehicles,Volvo Trucks,All - Manufacturing,No,Yes
39.7,-84.09,Li Industries,Kettering,Ohio,55000000,0,55000000,120,Batteries,Li Industries,All - Manufacturing,No,Yes
39.7,-121.8,Nanotech Energy,Chico,California,0,0,0,130,Batteries,Nanotech Energy,All - Manufacturing,No,Yes
39.7,-119.9,Lyten,Reno,Nevada,1000000000,0,1000000000,200,Batteries,Lyten,All - Manufacturing,No,Yes
39.71,-105.13,Energy Fuels,Lakewood,Colorado,0,0,0,0,Nuclear,Energy Fuels,All - Manufacturing,No,Yes
39.74,-75.55,Advanced Energy Manufacturing and Recycling Grant,,Delaware,0,20329490,20329490,0,Other,MOMENT ENERGY INC,All - Manufacturing,Yes,No
39.74,-105.21,Clean Hydrogen Electrolysis Program,,Colorado,0,3011242,3011242,0,Hydrogen,TRUSTEES OF THE COLORADO SCHOOL OF MINES,All,Yes,No
39.74,-75.55,Energy Efficiency and Conservation Block Grant Program,,Delaware,0,135280,135280,0,Other,"Wilmington, City Of",All,Yes,No
39.76,-86.15,IRA Section 50143 Domestic Manufacturing Grants,,Indiana,0,10793685,10793685,0,Electric Vehicles,INDIANA ECONOMIC DEVELOPMENT CORPORATION,All - Manufacturing,Yes,No
39.76,-86.15,Battery Manufacturing and Recycling Grants,,Indiana,0,74999925,74999925,0,Batteries,"CIRBA SOLUTIONS, LLC",All - Manufacturing,Yes,No
39.76,-86.15,Battery Material Processing Grants,,Indiana,0,74999925,74999925,0,Batteries,"CIRBA SOLUTIONS, LLC",All - Manufacturing,Yes,No
39.76,-84.2,Industrial Research and Assessment Centers,,Ohio,0,1950000,1950000,0,Other,Sinclair Community College,All - Manufacturing,Yes,No
39.76,-86.15,Energy Efficiency and Conservation Block Grant Program,,Indiana,0,2448930,2448930,0,Other,STATE OF INDIANA,All,Yes,No
39.76,-86.15,Energy Efficiency and Conservation Block Grant Program,,Indiana,0,787040,787040,0,Other,CITY OF INDIANAPOLIS,All,Yes,No
39.76,-84.2,Energy Efficiency and Conservation Block Grant Program,,Ohio,0,76640,76640,0,Other,CITY OF BEAVERCREEK,All,Yes,No
39.76,-86.15,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Indiana,0,9985410,9985410,0,Other,STATE OF INDIANA,All,Yes,No
39.76,-86.15,Grants for EE and RE Improvements at Public School Facilities,,Indiana,0,5031676,5031676,0,Other,MATCHBOOK LEARNING SCHOOLS OF INDIANA INC,All,Yes,No
39.76,-86.15,IRA Section 50121 Home Energy Whole House Rebates,,Indiana,0,91118593,91118593,0,Other,STATE OF INDIANA,All,Yes,No
39.76,-86.15,IRA Section 50122A High Efficiency Rebate Program States,,Indiana,0,90772430,90772430,0,Other,STATE OF INDIANA,All,Yes,No
39.76,-86.15,State Energy Program Grants,,Indiana,0,9496380,9496380,0,Other,STATE OF INDIANA,All,Yes,No
39.76,-86.15,Weatherization Assistance Program,,Illinois,0,90475386,90475386,0,Other,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,All,Yes,No
39.77,-105.09,Carbon Capture Large-Scale Pilot Projects,,Colorado,0,49032200,49032200,0,Fossil,"TDA Research, Inc.",All,Yes,No
39.78,-84.2,Solidion Technology,Dayton,Ohio,0,0,0,0,Batteries,Solidion Technology,All - Manufacturing,No,Yes
39.78,-75.2,Attentive Wind/TotalEnergies,Paulsboro,New Jersey,59000000,0,59000000,0,Offshore Wind,Attentive Wind/TotalEnergies,All - Manufacturing,No,Yes
39.78,-75.2,Leading Light Wind/Invenergy,Paulsboro,New Jersey,105000000,0,105000000,0,Offshore Wind,Leading Light Wind/Invenergy,All - Manufacturing,No,Yes
39.78,-88.9,Fuyao,Decatur,Illinois,350000000,0,350000000,0,Solar,Fuyao,All - Manufacturing,No,Yes
39.78,-86.2,InoBat Auto,Indianapolis,Indiana,0,0,0,80,Batteries,InoBat Auto,All - Manufacturing,No,Yes
39.78,-86.2,Bila Solar,Indianapolis,Indiana,36000000,0,36000000,244,Solar,Bila Solar,All - Manufacturing,No,Yes
39.79,-75.06,Energy Efficiency and Conservation Block Grant Program,,New Jersey,0,121580,121580,0,Other,GLOUCESTER TOWNSHIP,All,Yes,No
39.83,-105.03,Energy Efficiency and Conservation Block Grant Program,,Colorado,0,159970,159970,0,Other,CITY OF WESTMINSTER,All,Yes,No
39.83,-75.15,Energy Efficiency and Conservation Block Grant Program,,New Jersey,0,234830,234830,0,Other,COUNTY OF GLOUCESTER,All,Yes,No
39.84,-89.66,IRA Section 50143 Domestic Manufacturing Grants,,Illinois,0,4996639,4996639,0,Electric Vehicles,ILLINOIS DEPARTMENT COMMERCE & ECONOMIC OPPORTUNITY,All - Manufacturing,Yes,No
39.84,-89.66,IRA Section 50152 Interstate Transmission Grants,,Illinois,0,8281841,8281841,0,Grid,COMMERCE & ECONOMIC OPPORTUNITY ILLINOIS,All,Yes,No
39.84,-89.66,Industrial Research and Assessment Centers,,Illinois,0,2999679,2999679,0,Other,IL COMMUNITY COLLEGE BOARD,All - Manufacturing,Yes,No
39.84,-89.66,State Manufacturing Leadership,,Illinois,0,2000000,2000000,0,Other,ILLINOIS DEPARTMENT COMMERCE & ECONOMIC OPPORTUNITY,All - Manufacturing,Yes,No
39.84,-89.66,Energy Efficiency and Conservation Block Grant Program,,Illinois,0,2909890,2909890,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No
39.84,-74.95,Energy Efficiency and Conservation Block Grant Program,,New Jersey,0,244430,244430,0,Other,CAMDEN COUNTY IMPROVEMENT,All,Yes,No
39.84,-89.66,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Illinois,0,15963220,15963220,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No
39.84,-89.66,IRA Section 50121 Home Energy Whole House Rebates,,Illinois,0,2500000,2500000,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No
39.84,-89.66,IRA Section 50122A High Efficiency Rebate Program States,,Illinois,0,2500000,2500000,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No
39.84,-89.66,IRA Section 50131b Building Energy Code,,Illinois,0,8841288,8841288,0,Other,CAPITAL DEVELOPMENT BOARD,All,Yes,No
39.84,-89.66,State Energy Program Grants,,Illinois,0,14259900,14259900,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No
39.84,-89.66,Weatherization Assistance Program,,Illinois,0,156248481,156248481,0,Other,ILLINOIS DEPARTMENT COMMERCE & ECONOMIC OPPORTUNITY,All,Yes,No
39.89,-88.9,TCCI Manufacturing,Decatur,Illinois,20000000,0,20000000,50,Electric Vehicles,TCCI Manufacturing,All - Manufacturing,No,Yes
39.89,-86,"EnPower, Inc.",Indianapolis,Indiana,0,0,0,350,Batteries,"EnPower, Inc.",All - Manufacturing,No,Yes
39.89,-104.8,Vestas,Brighton,Colorado,20000000,0,20000000,500,Land-Based Wind,Vestas,All - Manufacturing,No,Yes
39.89,-84.2,Joby Aviation,Dayton,Ohio,478000000,0,478000000,2000,Electric Vehicles,Joby Aviation,All - Manufacturing,No,Yes
39.9,-75.1,"Holtec, International",Camden,New Jersey,7400000000,0,7400000000,0,Nuclear,"Holtec, International",All - Manufacturing,No,Yes
39.91,-75.38,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,406930,406930,0,Other,COUNTY OF DELAWARE,All,Yes,No
39.94,-75.27,Grants for EE and RE Improvements at Public School Facilities,,Pennsylvania,0,7205005,7205005,0,Other,WILLIAM PENN SCHOOL DISTRICT,All,Yes,No
39.95,-75.16,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Pennsylvania,0,100000000,100000000,0,Grid,Peco Energy Company,All,Yes,No
39.95,-75.16,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,1316810,1316810,0,Other,"Philadelphia, City of",All,Yes,No
39.96,-76.72,IRA Section 50143 Domestic Manufacturing Grants,,Pennsylvania,0,89000000,89000000,0,Electric Vehicles,HARLEY DAVIDSON INC,All - Manufacturing,Yes,No
39.96,-83,Four Regional Clean Direct Air Capture Hubs,,Ohio,0,50174880,50174880,0,Fossil,BATTELLE MEMORIAL INSTITUTE,All,Yes,No
39.96,-83,Smart Grid Investment Matching Grants Program,,Ohio,0,27849763,27849763,0,Grid,American Electric Power Service Corporation,All,Yes,No
39.96,-83,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,Ohio,0,7211751,7211751,0,Hydrogen,P H MATTER LLC,All - Manufacturing,Yes,No
39.96,-83,Regional Clean Hydrogen Hubs,,Ohio,0,925000000,925000000,0,Hydrogen,BATTELLE MEMORIAL INSTITUTE,All - Manufacturing,Yes,No
39.96,-83,State Manufacturing Leadership,,Ohio,0,1999922,1999922,0,Other,Ohio Department Of Development,All - Manufacturing,Yes,No
39.96,-83,Clean Hydrogen Electrolysis Program,,Ohio,0,6602155,6602155,0,Hydrogen,POWER TO HYDROGEN LLC,All,Yes,No
39.96,-83,Energy Efficiency and Conservation Block Grant Program,,Ohio,0,3130026,3130026,0,Other,Ohio Department Of Development,All,Yes,No
39.96,-83,Energy Efficiency and Conservation Block Grant Program,,Ohio,0,778900,778900,0,Other,CITY OF COLUMBUS,All,Yes,No
39.96,-83,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Ohio,0,3247170,3247170,0,Other,Ohio Department Of Development,All,Yes,No
39.96,-83,Hydroelectric Production Incentives,,West Virginia,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No
39.96,-83,Hydroelectric Production Incentives,,Kentucky,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No
39.96,-83,Hydroelectric Production Incentives,,Kentucky,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No
39.96,-83,Hydroelectric Production Incentives,,Kentucky,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No
39.96,-83,IRA Section 50121 Home Energy Whole House Rebates,,Ohio,0,2500000,2500000,0,Other,Ohio Department Of Development,All,Yes,No
39.96,-83,IRA Section 50122A High Efficiency Rebate Program States,,Ohio,0,2500000,2500000,0,Other,Ohio Department Of Development,All,Yes,No
39.96,-83,State Energy Program Grants,,Ohio,0,13295590,13295590,0,Other,Ohio Department Of Development,All,Yes,No
39.96,-83,Weatherization Assistance Program,,Ohio,0,172384124,172384124,0,Other,Ohio Department Of Development,All,Yes,No
39.97,-105.14,Advanced Energy Manufacturing and Recycling Grant,,Colorado,0,5906400,5906400,0,Other,ALPEN HIGH PERFORMANCE PRODUCTS INC,All - Manufacturing,Yes,No
39.97,-105.14,Battery Manufacturing and Recycling Grants,,Colorado,0,50000000,50000000,0,Batteries,"Solid Power Operating, Inc.",All - Manufacturing,Yes,No
40,-86,ReElement,Noblesville,Indiana,0,0,0,0,Batteries,ReElement,All - Manufacturing,No,Yes
40,-85.7,EnerDel,Anderson,Indiana,0,0,0,0,Batteries,EnerDel,All - Manufacturing,No,Yes
40,-83,Acculon Energy,Columbus,Ohio,0,0,0,0,Batteries,Acculon Energy,All - Manufacturing,No,Yes
40,-83,Star Charge,Columbus,Ohio,0,0,0,0,Electric Vehicles,Star Charge,All - Manufacturing,No,Yes
40,-105,Solid Power,Thornton,Colorado,50000000,0,50000000,40,Batteries,Solid Power,All - Manufacturing,No,Yes
40,-76.7,Harley-Davidson,York,Pennsylvania,89000000,0,89000000,125,Electric Vehicles,Harley-Davidson,All - Manufacturing,No,Yes
40,-83.09,Forsee Power,Hilliard,Ohio,14000000,0,14000000,150,Batteries,Forsee Power,All - Manufacturing,No,Yes
40,-105,Solid Power,Thornton,Colorado,0,0,0,200,Batteries,Solid Power,All - Manufacturing,No,Yes
40,-104.8,Amprius,Brighton,Colorado,190000000,0,190000000,332,Batteries,Amprius,All - Manufacturing,No,Yes
40,-83.01,Hyperion,Columbus,Ohio,297000000,0,297000000,680,Hydrogen,Hyperion,All - Manufacturing,No,Yes
40,-82.7,Illuminate USA,Pataskala,Ohio,220000000,0,220000000,850,Solar,Illuminate USA,All - Manufacturing,No,Yes
40,-104.8,"VSK (Vikram, Phalanx, Das & Co)",Brighton,Colorado,250000000,0,250000000,900,Solar,"VSK (Vikram, Phalanx, Das & Co)",All - Manufacturing,No,Yes
40.01,-105.29,Four Regional Clean Direct Air Capture Hubs,,Colorado,0,2984939,2984939,0,Fossil,ROCKY MOUNTAIN INSTITUTE,All,Yes,No
40.01,-105.29,Smart Grid Investment Matching Grants Program,,Colorado,0,77021741,77021741,0,Grid,E Source Companies LLC,All,Yes,No
40.01,-105.29,1706 Energy Infrastructure Reinvestment,,Indiana,0,1559154651,1559154651,0,Other,WABASH VALLEY RESOURCES LLC,All,Yes,No
40.01,-105.29,Energy Efficiency Materials Pilot Program,,Colorado,0,5870000,5870000,0,Other,THE REGENTS OF THE UNIVERSITY OF COLORADO,All,Yes,No
40.01,-105.29,Hydroelectric Efficiency Improvement Incentives,,Vermont,0,2171542,2171542,0,Hydroelectric,GREAT BAY HYDRO CORP,All,Yes,No
40.01,-105.29,Hydroelectric Production Incentives,,Massachusetts,0,42351,42351,0,Hydroelectric,HITCHCOCK HYDRO LLC,All,Yes,No
40.03,-76.3,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,411780,411780,0,Other,"LANCASTER, COUNTY OF",All,Yes,No
40.08,-104.8,Energy Improvement in Rural and Remote Areas,,Colorado,0,6124821,6124821,0,Other,"UNITED POWER, INC.",All,Yes,No
40.1,-78.5,Cell-Con,Bedford,Pennsylvania,0,0,0,0,Batteries,Cell-Con,All - Manufacturing,No,Yes
40.1,-75.4,InductEV,King of Prussia,Pennsylvania,0,0,0,0,Electric Vehicles,InductEV,All - Manufacturing,No,Yes
40.11,-88.26,Four Regional Direct Air Capture Hubs,,Illinois,0,2938528,2938528,0,Fossil,UNIVERSITY OF ILLINOIS,All,Yes,No
40.11,-88.26,Four Regional Direct Air Capture Hubs,,Illinois,0,3000000,3000000,0,Fossil,UNIVERSITY OF ILLINOIS,All,Yes,No
40.11,-88.26,Four Regional Direct Air Capture Hubs,,Illinois,0,2778670,2778670,0,Fossil,UNIVERSITY OF ILLINOIS,All,Yes,No
40.11,-88.26,Smart Grid Investment Matching Grants Program,,Illinois,0,15594518,15594518,0,Grid,UNIVERSITY OF ILLINOIS,All,Yes,No
40.12,-75.34,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,594260,594260,0,Other,"Montgomery, County Of",All,Yes,No
40.12,-90.56,Energy Improvement in Rural and Remote Areas,,Illinois,0,5000000,5000000,0,Other,ADAMS ELECTRIC COOPERATIVE,All,Yes,No
40.17,-105.1,Energy Efficiency and Conservation Block Grant Program,,Colorado,0,148550,148550,0,Other,"LONGMONT, CITY OF",All,Yes,No
40.19,-83.01,Clean Hydrogen Electrolysis Program,,Ohio,0,29125000,29125000,0,Hydrogen,"NEXTECH MATERIALS, LTD.",All,Yes,No
40.2,-111.7,Ionic MT,Provo,Utah,0,0,0,0,Batteries,Ionic MT,All - Manufacturing,No,Yes
40.2,-80.09,Form Energy,Eighty Four,Pennsylvania,0,0,0,0,Batteries,Form Energy,All - Manufacturing,No,Yes
40.2,-74.29,Cenntro,Freehold,New Jersey,0,0,0,0,Batteries,Cenntro,All - Manufacturing,No,Yes
40.2,-74.29,Cenntro Automotive,Freehold,New Jersey,0,0,0,0,Electric Vehicles,Cenntro Automotive,All - Manufacturing,No,Yes
40.2,-80.7,Pure Watercraft,Beech Bottom,West Virginia,5000000,0,5000000,100,Electric Vehicles,Pure Watercraft,All - Manufacturing,No,Yes
40.22,-74.75,IRA Section 50152 Interstate Transmission Grants,,New Jersey,0,50000000,50000000,0,Grid,"ECONOMIC DEVELOPMENT AUTHORITY, NEW JERSEY",All,Yes,No
40.22,-74.75,IRA Section 50131b Building Energy Code,,New Jersey,0,13571699,13571699,0,Other,"Community Affairs, New Jersey Dept Of",All,Yes,No
40.22,-74.75,IRA Section 50131c Zero Energy Code,,New Jersey,0,13571699,13571699,0,Other,"Community Affairs, New Jersey Dept Of",All,Yes,No
40.26,-76.88,IRA Section 50152 Interstate Transmission Grants,,Pennsylvania,0,4520298,4520298,0,Grid,"PUBLIC UTILITY COMMISSION, PENNSYLVANIA",All,Yes,No
40.26,-76.88,Advanced Industrial Facilities Deployment Program,,Michigan,0,95000000,95000000,0,Other,"Dow Chemical Company, The",All - Manufacturing,Yes,No
40.26,-76.88,Advanced Industrial Facilities Deployment Program,,Texas,0,375000000,375000000,0,Other,Eastman Chemical Company,All - Manufacturing,Yes,No
40.26,-76.88,Advanced Industrial Facilities Deployment Program,,California,0,75000000,75000000,0,Other,GALLO GLASS CO,All - Manufacturing,Yes,No
40.26,-76.88,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,3021720,3021720,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-74.27,Energy Efficiency and Conservation Block Grant Program,,New Jersey,0,380600,380600,0,Other,COUNTY OF MONMOUTH,All,Yes,No
40.26,-76.88,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Pennsylvania,0,3353030,3353030,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,Grants for Updating Building Energy Codes,,Pennsylvania,0,3000000,3000000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,IRA Section 50123 State Based Contractor Training,,Pennsylvania,0,4960910,4960910,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,IRA Section 50131b Building Energy Code,,Pennsylvania,0,14730604,14730604,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,IRA Section 50131c Zero Energy Code,,Pennsylvania,0,14730604,14730604,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,State Energy Program Grants,,Pennsylvania,0,14079120,14079120,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No
40.26,-76.88,Weatherization Assistance Program,,Pennsylvania,0,186041067,186041067,0,Other,DEPARTMENT OF COMMUNITY & ECONOMIC DEVELOPMENT PENNSYLVANIA,All,Yes,No
