row_id,GEOIDFQ,geocoded_state,geocoded_latitude,geocoded_longitude,join_type,original_latitude,original_longitude,project,city,state,priinvest,pubinvest,totinvest,jobs,tech,company_name,category,public,private,Representative,Party,District,Census Region
1238,5001900US1715,Illinois,39.84,-89.66,geometry and state name,39.84,-89.66,Energy Efficiency and Conservation Block Grant Program,,Illinois,0,2909890,2909890,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1239,5001900US3401,New Jersey,39.84,-74.95,geometry and state name,39.84,-74.95,Energy Efficiency and Conservation Block Grant Program,,New Jersey,0,244430,244430,0,Other,CAMDEN COUNTY IMPROVEMENT,All,Yes,No,Rep. Donald Norcross ,Democrat,NJ-01,Northeast
1240,5001900US1715,Illinois,39.84,-89.66,geometry and state name,39.84,-89.66,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Illinois,0,15963220,15963220,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1241,5001900US1715,Illinois,39.84,-89.66,geometry and state name,39.84,-89.66,IRA Section 50121 Home Energy Whole House Rebates,,Illinois,0,2500000,2500000,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1242,5001900US1715,Illinois,39.84,-89.66,geometry and state name,39.84,-89.66,IRA Section 50122A High Efficiency Rebate Program States,,Illinois,0,2500000,2500000,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1243,5001900US1715,Illinois,39.84,-89.66,geometry and state name,39.84,-89.66,IRA Section 50131b Building Energy Code,,Illinois,0,8841288,8841288,0,Other,CAPITAL DEVELOPMENT BOARD,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1244,5001900US1715,Illinois,39.84,-89.66,geometry and state name,39.84,-89.66,State Energy Program Grants,,Illinois,0,14259900,14259900,0,Other,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1245,5001900US1715,Illinois,39.84,-89.66,geometry and state name,39.84,-89.66,Weatherization Assistance Program,,Illinois,0,156248481,156248481,0,Other,ILLINOIS DEPARTMENT COMMERCE & ECONOMIC OPPORTUNITY,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1246,5001900US1713,Illinois,39.89,-88.9,geometry and state name,39.89,-88.9,TCCI Manufacturing,Decatur,Illinois,20000000,0,20000000,50,Electric Vehicles,TCCI Manufacturing,All - Manufacturing,No,Yes,Rep. Nikki Budzinski ,Democrat,IL-13,Midwest
1247,5001900US1807,Indiana,39.775,-86.132,geometry and state name¹,39.89,-86,"EnPower, Inc.",Indianapolis,Indiana,0,0,0,350,Batteries,"EnPower, Inc.",All - Manufacturing,No,Yes,Rep. André Carson ,Democrat,IN-07,Midwest
1248,5001900US0808,Colorado,39.89,-104.8,geometry and state name,39.89,-104.8,Vestas,Brighton,Colorado,20000000,0,20000000,500,Land-Based Wind,Vestas,All - Manufacturing,No,Yes,Rep. Gabe Evans ,Republican,CO-08,West
1249,5001900US3910,Ohio,39.89,-84.2,geometry and state name,39.89,-84.2,Joby Aviation,Dayton,Ohio,478000000,0,478000000,2000,Electric Vehicles,Joby Aviation,All - Manufacturing,No,Yes,Rep. Michael Turner ,Republican,OH-10,Midwest
1250,5001900US3401,New Jersey,39.9,-75.1,geometry and state name,39.9,-75.1,"Holtec, International",Camden,New Jersey,7400000000,0,7400000000,0,Nuclear,"Holtec, International",All - Manufacturing,No,Yes,Rep. Donald Norcross ,Democrat,NJ-01,Northeast
1251,5001900US4205,Pennsylvania,39.91,-75.38,geometry and state name,39.91,-75.38,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,406930,406930,0,Other,COUNTY OF DELAWARE,All,Yes,No,Rep. Mary Gay Scanlon ,Democrat,PA-05,Northeast
1252,5001900US4205,Pennsylvania,39.94,-75.27,geometry and state name,39.94,-75.27,Grants for EE and RE Improvements at Public School Facilities,,Pennsylvania,0,7205005,7205005,0,Other,WILLIAM PENN SCHOOL DISTRICT,All,Yes,No,Rep. Mary Gay Scanlon ,Democrat,PA-05,Northeast
1253,5001900US4202,Pennsylvania,39.95,-75.16,geometry and state name³,39.95,-75.16,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Pennsylvania,0,100000000,100000000,0,Grid,Peco Energy Company,All,Yes,No,Undetermined,Democrat,,Northeast
1254,5001900US4202,Pennsylvania,39.95,-75.16,geometry and state name³,39.95,-75.16,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,1316810,1316810,0,Other,"Philadelphia, City of",All,Yes,No,Undetermined,Democrat,,Northeast
1255,5001900US4210,Pennsylvania,39.96,-76.72,geometry and state name,39.96,-76.72,IRA Section 50143 Domestic Manufacturing Grants,,Pennsylvania,0,89000000,89000000,0,Electric Vehicles,HARLEY DAVIDSON INC,All - Manufacturing,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1256,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Four Regional Clean Direct Air Capture Hubs,,Ohio,0,50174880,50174880,0,Fossil,BATTELLE MEMORIAL INSTITUTE,All,Yes,No,Undetermined,Republican,,Midwest
1257,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Smart Grid Investment Matching Grants Program,,Ohio,0,27849763,27849763,0,Grid,American Electric Power Service Corporation,All,Yes,No,Undetermined,Republican,,Midwest
1258,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,Ohio,0,7211751,7211751,0,Hydrogen,P H MATTER LLC,All - Manufacturing,Yes,No,Undetermined,Republican,,Midwest
1259,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Regional Clean Hydrogen Hubs,,Ohio,0,925000000,925000000,0,Hydrogen,BATTELLE MEMORIAL INSTITUTE,All - Manufacturing,Yes,No,Undetermined,Republican,,Midwest
1260,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,State Manufacturing Leadership,,Ohio,0,1999922,1999922,0,Other,Ohio Department Of Development,All - Manufacturing,Yes,No,Undetermined,Republican,,Midwest
1261,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Clean Hydrogen Electrolysis Program,,Ohio,0,6602155,6602155,0,Hydrogen,POWER TO HYDROGEN LLC,All,Yes,No,Undetermined,Republican,,Midwest
1262,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Energy Efficiency and Conservation Block Grant Program,,Ohio,0,3130026,3130026,0,Other,Ohio Department Of Development,All,Yes,No,Undetermined,Republican,,Midwest
1263,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Energy Efficiency and Conservation Block Grant Program,,Ohio,0,778900,778900,0,Other,CITY OF COLUMBUS,All,Yes,No,Undetermined,Republican,,Midwest
1264,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Ohio,0,3247170,3247170,0,Other,Ohio Department Of Development,All,Yes,No,Undetermined,Republican,,Midwest
1265,5001900US3915,Ohio,39.96,-83,geometry alone; state name conflicts,39.96,-83,Hydroelectric Production Incentives,,West Virginia,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No,Undetermined,Undetermined,,
1266,5001900US3915,Ohio,39.96,-83,geometry alone; state name conflicts,39.96,-83,Hydroelectric Production Incentives,,Kentucky,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No,Undetermined,Undetermined,,
1267,5001900US3915,Ohio,39.96,-83,geometry alone; state name conflicts,39.96,-83,Hydroelectric Production Incentives,,Kentucky,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No,Undetermined,Undetermined,,
1268,5001900US3915,Ohio,39.96,-83,geometry alone; state name conflicts,39.96,-83,Hydroelectric Production Incentives,,Kentucky,0,1000000,1000000,0,Hydroelectric,AMERICAN MUNICIPAL POWER OHIO INC,All,Yes,No,Undetermined,Undetermined,,
1269,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,IRA Section 50121 Home Energy Whole House Rebates,,Ohio,0,2500000,2500000,0,Other,Ohio Department Of Development,All,Yes,No,Undetermined,Republican,,Midwest
1270,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,IRA Section 50122A High Efficiency Rebate Program States,,Ohio,0,2500000,2500000,0,Other,Ohio Department Of Development,All,Yes,No,Undetermined,Republican,,Midwest
1271,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,State Energy Program Grants,,Ohio,0,13295590,13295590,0,Other,Ohio Department Of Development,All,Yes,No,Undetermined,Republican,,Midwest
1272,5001900US3915,Ohio,39.96,-83,geometry and state name³,39.96,-83,Weatherization Assistance Program,,Ohio,0,172384124,172384124,0,Other,Ohio Department Of Development,All,Yes,No,Undetermined,Republican,,Midwest
1273,5001900US0802,Colorado,39.97,-105.14,geometry and state name,39.97,-105.14,Advanced Energy Manufacturing and Recycling Grant,,Colorado,0,5906400,5906400,0,Other,ALPEN HIGH PERFORMANCE PRODUCTS INC,All - Manufacturing,Yes,No,Rep. Joseph Neguse ,Democrat,CO-02,West
1274,5001900US0802,Colorado,39.97,-105.14,geometry and state name,39.97,-105.14,Battery Manufacturing and Recycling Grants,,Colorado,0,50000000,50000000,0,Batteries,"Solid Power Operating, Inc.",All - Manufacturing,Yes,No,Rep. Joseph Neguse ,Democrat,CO-02,West
1275,5001900US1805,Indiana,40.073,-86.0,geometry and state name¹,40,-86,ReElement,Noblesville,Indiana,0,0,0,0,Batteries,ReElement,All - Manufacturing,No,Yes,Rep. Victoria Spartz ,Republican,IN-05,Midwest
1276,5001900US1805,Indiana,40.141,-85.766,geometry and state name¹,40,-85.7,EnerDel,Anderson,Indiana,0,0,0,0,Batteries,EnerDel,All - Manufacturing,No,Yes,Rep. Victoria Spartz ,Republican,IN-05,Midwest
1277,5001900US3903,Ohio,40.101,-83.013,geometry and state name¹,40,-83,Acculon Energy,Columbus,Ohio,0,0,0,0,Batteries,Acculon Energy,All - Manufacturing,No,Yes,Rep. Joyce Beatty ,Democrat,OH-03,Midwest
1278,5001900US3903,Ohio,40.101,-83.013,geometry and state name¹,40,-83,Star Charge,Columbus,Ohio,0,0,0,0,Electric Vehicles,Star Charge,All - Manufacturing,No,Yes,Rep. Joyce Beatty ,Democrat,OH-03,Midwest
1279,5001900US0807,Colorado,40,-105,geometry and state name²,40,-105,Solid Power,Thornton,Colorado,50000000,0,50000000,40,Batteries,Solid Power,All - Manufacturing,No,Yes,Undetermined,Undetermined,,
1280,5001900US4210,Pennsylvania,39.963,-76.727,geometry and state name¹,40,-76.7,Harley-Davidson,York,Pennsylvania,89000000,0,89000000,125,Electric Vehicles,Harley-Davidson,All - Manufacturing,No,Yes,Rep. Scott Perry ,Republican,PA-10,Northeast
1281,5001900US3915,Ohio,40.033,-83.158,geometry and state name¹,40,-83.09,Forsee Power,Hilliard,Ohio,14000000,0,14000000,150,Batteries,Forsee Power,All - Manufacturing,No,Yes,Rep. Mike Carey ,Republican,OH-15,Midwest
1282,5001900US0807,Colorado,40,-105,geometry and state name²,40,-105,Solid Power,Thornton,Colorado,0,0,0,200,Batteries,Solid Power,All - Manufacturing,No,Yes,Undetermined,Undetermined,,
1283,5001900US0808,Colorado,39.943,-104.787,geometry and state name¹,40,-104.8,Amprius,Brighton,Colorado,190000000,0,190000000,332,Batteries,Amprius,All - Manufacturing,No,Yes,Rep. Gabe Evans ,Republican,CO-08,West
1284,5001900US3903,Ohio,40.101,-83.013,geometry and state name¹,40,-83.01,Hyperion,Columbus,Ohio,297000000,0,297000000,680,Hydrogen,Hyperion,All - Manufacturing,No,Yes,Rep. Joyce Beatty ,Democrat,OH-03,Midwest
1285,5001900US3912,Ohio,40.015,-82.624,geometry and state name¹,40,-82.7,Illuminate USA,Pataskala,Ohio,220000000,0,220000000,850,Solar,Illuminate USA,All - Manufacturing,No,Yes,Rep. Troy Balderson ,Republican,OH-12,Midwest
1286,5001900US0808,Colorado,39.943,-104.787,geometry and state name¹,40,-104.8,"VSK (Vikram, Phalanx, Das & Co)",Brighton,Colorado,250000000,0,250000000,900,Solar,"VSK (Vikram, Phalanx, Das & Co)",All - Manufacturing,No,Yes,Rep. Gabe Evans ,Republican,CO-08,West
1287,5001900US0802,Colorado,40.01,-105.29,geometry and state name,40.01,-105.29,Four Regional Clean Direct Air Capture Hubs,,Colorado,0,2984939,2984939,0,Fossil,ROCKY MOUNTAIN INSTITUTE,All,Yes,No,Rep. Joseph Neguse ,Democrat,CO-02,West
1288,5001900US0802,Colorado,40.01,-105.29,geometry and state name,40.01,-105.29,Smart Grid Investment Matching Grants Program,,Colorado,0,77021741,77021741,0,Grid,E Source Companies LLC,All,Yes,No,Rep. Joseph Neguse ,Democrat,CO-02,West
1289,5001900US1808,Indiana,39.53017687243548,-87.42261134565979,geometry and state name¹,40.01,-105.29,1706 Energy Infrastructure Reinvestment,,Indiana,0,1559154651,1559154651,0,Other,WABASH VALLEY RESOURCES LLC,All,Yes,No,Rep. Mark Messmer ,Republican,IN-08,Midwest
1290,5001900US0802,Colorado,40.01,-105.29,geometry and state name,40.01,-105.29,Energy Efficiency Materials Pilot Program,,Colorado,0,5870000,5870000,0,Other,THE REGENTS OF THE UNIVERSITY OF COLORADO,All,Yes,No,Rep. Joseph Neguse ,Democrat,CO-02,West
1291,5001900US0802,Colorado,40.01,-105.29,geometry alone; state name conflicts,40.01,-105.29,Hydroelectric Efficiency Improvement Incentives,,Vermont,0,2171542,2171542,0,Hydroelectric,GREAT BAY HYDRO CORP,All,Yes,No,Undetermined,Undetermined,,
1292,5001900US0802,Colorado,40.01,-105.29,geometry alone; state name conflicts,40.01,-105.29,Hydroelectric Production Incentives,,Massachusetts,0,42351,42351,0,Hydroelectric,HITCHCOCK HYDRO LLC,All,Yes,No,Undetermined,Undetermined,,
1293,5001900US4211,Pennsylvania,40.03,-76.3,geometry and state name,40.03,-76.3,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,411780,411780,0,Other,"LANCASTER, COUNTY OF",All,Yes,No,Rep. Lloyd Smucker ,Republican,PA-11,Northeast
1294,5001900US0808,Colorado,40.08,-104.8,geometry and state name,40.08,-104.8,Energy Improvement in Rural and Remote Areas,,Colorado,0,6124821,6124821,0,Other,"UNITED POWER, INC.",All,Yes,No,Rep. Gabe Evans ,Republican,CO-08,West
1295,5001900US4213,Pennsylvania,40.1,-78.5,geometry and state name,40.1,-78.5,Cell-Con,Bedford,Pennsylvania,0,0,0,0,Batteries,Cell-Con,All - Manufacturing,No,Yes,Rep. John Joyce ,Republican,PA-13,Northeast
1296,5001900US4205,Pennsylvania,40.095,-75.383,geometry and state name¹,40.1,-75.4,InductEV,King of Prussia,Pennsylvania,0,0,0,0,Electric Vehicles,InductEV,All - Manufacturing,No,Yes,Rep. Mary Gay Scanlon ,Democrat,PA-05,Northeast
1297,5001900US1713,Illinois,40.11,-88.26,geometry and state name,40.11,-88.26,Four Regional Direct Air Capture Hubs,,Illinois,0,2938528,2938528,0,Fossil,UNIVERSITY OF ILLINOIS,All,Yes,No,Rep. Nikki Budzinski ,Democrat,IL-13,Midwest
1298,5001900US1713,Illinois,40.11,-88.26,geometry and state name,40.11,-88.26,Four Regional Direct Air Capture Hubs,,Illinois,0,3000000,3000000,0,Fossil,UNIVERSITY OF ILLINOIS,All,Yes,No,Rep. Nikki Budzinski ,Democrat,IL-13,Midwest
1299,5001900US1713,Illinois,40.11,-88.26,geometry and state name,40.11,-88.26,Four Regional Direct Air Capture Hubs,,Illinois,0,2778670,2778670,0,Fossil,UNIVERSITY OF ILLINOIS,All,Yes,No,Rep. Nikki Budzinski ,Democrat,IL-13,Midwest
1300,5001900US1713,Illinois,40.11,-88.26,geometry and state name,40.11,-88.26,Smart Grid Investment Matching Grants Program,,Illinois,0,15594518,15594518,0,Grid,UNIVERSITY OF ILLINOIS,All,Yes,No,Rep. Nikki Budzinski ,Democrat,IL-13,Midwest
1301,5001900US4205,Pennsylvania,40.12,-75.34,geometry and state name,40.12,-75.34,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,594260,594260,0,Other,"Montgomery, County Of",All,Yes,No,Rep. Mary Gay Scanlon ,Democrat,PA-05,Northeast
1302,5001900US1715,Illinois,40.12,-90.56,geometry and state name,40.12,-90.56,Energy Improvement in Rural and Remote Areas,,Illinois,0,5000000,5000000,0,Other,ADAMS ELECTRIC COOPERATIVE,All,Yes,No,Rep. Mary Miller ,Republican,IL-15,Midwest
1303,5001900US0802,Colorado,40.17,-105.1,geometry and state name,40.17,-105.1,Energy Efficiency and Conservation Block Grant Program,,Colorado,0,148550,148550,0,Other,"LONGMONT, CITY OF",All,Yes,No,Rep. Joseph Neguse ,Democrat,CO-02,West
1304,5001900US3904,Ohio,40.19,-83.01,geometry and state name,40.19,-83.01,Clean Hydrogen Electrolysis Program,,Ohio,0,29125000,29125000,0,Hydrogen,"NEXTECH MATERIALS, LTD.",All,Yes,No,Rep. Jim Jordan ,Republican,OH-04,Midwest
1305,5001900US4903,Utah,40.2,-111.7,geometry and state name,40.2,-111.7,Ionic MT,Provo,Utah,0,0,0,0,Batteries,Ionic MT,All - Manufacturing,No,Yes,Rep. Mike Kennedy ,Republican,UT-03,West
1306,5001900US4214,Pennsylvania,40.2,-80.09,geometry and state name,40.2,-80.09,Form Energy,Eighty Four,Pennsylvania,0,0,0,0,Batteries,Form Energy,All - Manufacturing,No,Yes,Rep. Guy Reschenthaler ,Republican,PA-14,Northeast
1307,5001900US3404,New Jersey,40.2,-74.29,geometry and state name,40.2,-74.29,Cenntro,Freehold,New Jersey,0,0,0,0,Batteries,Cenntro,All - Manufacturing,No,Yes,Rep. Christopher Smith ,Republican,NJ-04,Northeast
1308,5001900US3404,New Jersey,40.2,-74.29,geometry and state name,40.2,-74.29,Cenntro Automotive,Freehold,New Jersey,0,0,0,0,Electric Vehicles,Cenntro Automotive,All - Manufacturing,No,Yes,Rep. Christopher Smith ,Republican,NJ-04,Northeast
1309,5001900US5402,West Virginia,40.223,-80.658,geometry and state name¹,40.2,-80.7,Pure Watercraft,Beech Bottom,West Virginia,5000000,0,5000000,100,Electric Vehicles,Pure Watercraft,All - Manufacturing,No,Yes,Rep. Riley Moore ,Republican,WV-02,South
1310,5001900US3412,New Jersey,40.22,-74.75,geometry and state name,40.22,-74.75,IRA Section 50152 Interstate Transmission Grants,,New Jersey,0,50000000,50000000,0,Grid,"ECONOMIC DEVELOPMENT AUTHORITY, NEW JERSEY",All,Yes,No,Rep. Bonnie Coleman ,Democrat,NJ-12,Northeast
1311,5001900US3412,New Jersey,40.22,-74.75,geometry and state name,40.22,-74.75,IRA Section 50131b Building Energy Code,,New Jersey,0,13571699,13571699,0,Other,"Community Affairs, New Jersey Dept Of",All,Yes,No,Rep. Bonnie Coleman ,Democrat,NJ-12,Northeast
1312,5001900US3412,New Jersey,40.22,-74.75,geometry and state name,40.22,-74.75,IRA Section 50131c Zero Energy Code,,New Jersey,0,13571699,13571699,0,Other,"Community Affairs, New Jersey Dept Of",All,Yes,No,Rep. Bonnie Coleman ,Democrat,NJ-12,Northeast
1313,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,IRA Section 50152 Interstate Transmission Grants,,Pennsylvania,0,4520298,4520298,0,Grid,"PUBLIC UTILITY COMMISSION, PENNSYLVANIA",All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1314,5001900US4210,Pennsylvania,40.26,-76.88,geometry alone; state name conflicts,40.26,-76.88,Advanced Industrial Facilities Deployment Program,,Michigan,0,95000000,95000000,0,Other,"Dow Chemical Company, The",All - Manufacturing,Yes,No,Undetermined,Undetermined,,
1315,5001900US4210,Pennsylvania,40.26,-76.88,geometry alone; state name conflicts,40.26,-76.88,Advanced Industrial Facilities Deployment Program,,Texas,0,375000000,375000000,0,Other,Eastman Chemical Company,All - Manufacturing,Yes,No,Undetermined,Undetermined,,
1316,5001900US4210,Pennsylvania,40.26,-76.88,geometry alone; state name conflicts,40.26,-76.88,Advanced Industrial Facilities Deployment Program,,California,0,75000000,75000000,0,Other,GALLO GLASS CO,All - Manufacturing,Yes,No,Undetermined,Undetermined,,
1317,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,3021720,3021720,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1318,5001900US3403,New Jersey,40.26,-74.27,geometry and state name,40.26,-74.27,Energy Efficiency and Conservation Block Grant Program,,New Jersey,0,380600,380600,0,Other,COUNTY OF MONMOUTH,All,Yes,No,Rep. Herbert Conaway Jr. Jr.,Democrat,NJ-03,Northeast
1319,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Pennsylvania,0,3353030,3353030,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1320,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,Grants for Updating Building Energy Codes,,Pennsylvania,0,3000000,3000000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1321,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,IRA Section 50123 State Based Contractor Training,,Pennsylvania,0,4960910,4960910,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1322,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,IRA Section 50131b Building Energy Code,,Pennsylvania,0,14730604,14730604,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1323,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,IRA Section 50131c Zero Energy Code,,Pennsylvania,0,14730604,14730604,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1324,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,State Energy Program Grants,,Pennsylvania,0,14079120,14079120,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1325,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,Weatherization Assistance Program,,Pennsylvania,0,186041067,186041067,0,Other,DEPARTMENT OF COMMUNITY & ECONOMIC DEVELOPMENT PENNSYLVANIA,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1326,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,IRA Section 50121 Home Energy Whole House Rebates,,Pennsylvania,0,2500000,2500000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1327,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,IRA Section 50121 Home Energy Whole House Rebates,,Pennsylvania,0,2500000,2500000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1328,5001900US4210,Pennsylvania,40.26,-76.88,geometry and state name,40.26,-76.88,IRA Section 50122A High Efficiency Rebate Program States,,Pennsylvania,0,2500000,2500000,0,Other,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,All,Yes,No,Rep. Scott Perry ,Republican,PA-10,Northeast
1329,5001900US3403,New Jersey,40.28,-74.5,geometry and state name,40.28,-74.5,Iotecha,Cranberry,New Jersey,0,0,0,0,Electric Vehicles,Iotecha,All - Manufacturing,No,Yes,Rep. Herbert Conaway Jr. Jr.,Democrat,NJ-03,Northeast
1330,5001900US4213,Pennsylvania,40.28,-78.9,geometry and state name,40.28,-78.9,CAB Solar,Johnstown,Pennsylvania,0,0,0,0,Solar,CAB Solar,All - Manufacturing,No,Yes,Rep. John Joyce ,Republican,PA-13,Northeast
1331,5001900US3904,Ohio,40.28,-83.59,geometry and state name,40.28,-83.59,Honda,East Liberty,Ohio,300000000,0,300000000,120,Electric Vehicles,Honda,All - Manufacturing,No,Yes,Rep. Jim Jordan ,Republican,OH-04,Midwest
1332,5001900US3904,Ohio,40.28,-83.5,geometry and state name,40.28,-83.5,Honda,Marysville,Ohio,300000000,0,300000000,120,Electric Vehicles,Honda,All - Manufacturing,No,Yes,Rep. Jim Jordan ,Republican,OH-04,Midwest
1333,5001900US1805,Indiana,40.311,-86.063,geometry and state name¹,40.28,-86,IRH Manufacturing LLC,Tipton,Indiana,500000000,0,500000000,700,Solar,IRH Manufacturing LLC,All - Manufacturing,No,Yes,Rep. Victoria Spartz ,Republican,IN-05,Midwest
1334,5001900US3915,Ohio,40.28,-84.2,geometry and state name,40.28,-84.2,Semcorp Advanced Materials Group,Sidney,Ohio,916000000,0,916000000,1200,Batteries,Semcorp Advanced Materials Group,All - Manufacturing,No,Yes,Rep. Mike Carey ,Republican,OH-15,Midwest
1335,5001900US3906,Ohio,40.325,-80.619,geometry and state name¹,40.29,-80.59,JSW Steel USA,Mingo Junction,Ohio,145000000,0,145000000,0,Offshore Wind,JSW Steel USA,All - Manufacturing,No,Yes,Rep. Michael Rulli ,Republican,OH-06,Midwest
1336,5001900US3904,Ohio,40.29,-83.09,geometry and state name,40.29,-83.09,Sam Dong,Delaware,Ohio,0,0,0,25,Electric Vehicles,Sam Dong,All - Manufacturing,No,Yes,Rep. Jim Jordan ,Republican,OH-04,Midwest
1337,5001900US4903,Utah,40.29,-111.69,geometry and state name,40.29,-111.69,Energy Efficiency and Conservation Block Grant Program,,Utah,0,150350,150350,0,Other,"Orem, City of",All,Yes,No,Rep. Mike Kennedy ,Republican,UT-03,West
1338,5001900US4201,Pennsylvania,40.31,-75.12,geometry and state name,40.31,-75.12,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,404580,404580,0,Other,"Bucks, The County of",All,Yes,No,Rep. Brian Fitzpatrick ,Republican,PA-01,Northeast
1339,5001900US4206,Pennsylvania,40.34,-75.92,geometry and state name,40.34,-75.92,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,324850,324850,0,Other,"Berks, County Of",All,Yes,No,Rep. Chrissy Houlahan ,Democrat,PA-06,Northeast
1340,5001900US4206,Pennsylvania,40.34,-75.92,geometry and state name,40.34,-75.92,Energy Efficiency and Conservation Block Grant Program,,Pennsylvania,0,145490,145490,0,Other,CITY OF READING,All,Yes,No,Rep. Chrissy Houlahan ,Democrat,PA-06,Northeast
1341,5001900US4903,Utah,40.39,-111.8,geometry and state name,40.39,-111.8,Lion Energy,American Fork,Utah,0,0,0,0,Batteries,Lion Energy,All - Manufacturing,No,Yes,Rep. Mike Kennedy ,Republican,UT-03,West
